content_id,client_id,action_rank,predicted_decline_probability,action_label,reason_code,impressions_90d,content_age_days,avg_position,days_since_last_update,content_type,main_intent
content_c22fe8881622,client_8722616204,4418,0.6906,review_soon,model_flagged,98,90,8.3,20,keyword article,informational
content_fd502725c8dd,client_7f2253d7e2,4419,0.6906,review_soon,model_flagged,2185,96,5.8,20,keyword article,informational
content_14b2996de02c,client_349c41201b,4420,0.6906,review_soon,model_flagged,312,104,11.7,20,keyword article,transactional
content_79ac17a8ce98,client_f74efabef1,4421,0.6906,review_soon,model_flagged,938,97,3.6,20,keyword article,informational
content_df36d6d9cc0d,client_7f2253d7e2,4422,0.6906,review_soon,high_visibility,5053,110,10.0,20,keyword article,informational
content_dde365ff0745,client_6208ef0f77,4423,0.6906,review_soon,high_visibility,15591,299,26.8,104,keyword article,informational
content_2c57493d1d19,client_a88a7902cb,4424,0.6906,review_soon,model_flagged,582,144,5.9,28,keyword article,informational
content_812e8d7f9fdc,client_6208ef0f77,4425,0.6906,review_soon,model_flagged,881,98,12.4,20,keyword article,informational
content_0d675739d937,client_3fdba35f04,4426,0.6905,review_soon,high_visibility,10173,174,22.9,26,keyword article,informational
content_43dafa0d1f03,client_624b60c58c,4427,0.6905,review_soon,model_flagged,74,108,7.3,8,feedly article,
content_6f0d8d8c0db9,client_f74efabef1,4428,0.6905,review_soon,model_flagged,1396,92,8.4,20,keyword article,informational
content_7a991ee7a79a,client_19581e27de,4429,0.6905,review_soon,model_flagged,206,95,19.0,20,keyword article,informational
content_111c744b39f7,client_f369cb89fc,4430,0.6905,review_soon,high_visibility,3813,106,11.1,8,keyword article,commercial
content_56c8c0345f61,client_f369cb89fc,4431,0.6905,review_soon,model_flagged,124,147,9.2,20,keyword article,informational
content_3a009b26ca85,client_d029fa3a95,4432,0.6905,review_soon,model_flagged,149,280,12.1,20,keyword article,informational
content_145d1c8df485,client_6208ef0f77,4433,0.6904,review_soon,model_flagged,798,95,13.4,20,keyword article,informational
content_864a2769ac81,client_f369cb89fc,4434,0.6904,review_soon,model_flagged,1500,117,8.3,20,keyword article,informational
content_a2360e39517a,client_3fdba35f04,4435,0.6904,review_soon,model_flagged,1878,310,17.2,104,keyword article,transactional
content_510afb81e74e,client_19581e27de,4436,0.6904,review_soon,model_flagged,1267,98,9.5,20,keyword article,informational
content_f99c91e948eb,client_349c41201b,4437,0.6904,review_soon,model_flagged,261,104,6.9,20,keyword article,informational
content_d1e48857bef4,client_3fdba35f04,4438,0.6904,review_soon,model_flagged,663,223,2.1,19,keyword article,commercial
content_bd6b5ff298b0,client_4ec9599fc2,4439,0.6904,review_soon,model_flagged,252,321,8.5,20,feedly article,
content_4b77efafecfe,client_7f2253d7e2,4440,0.6904,review_soon,model_flagged,1836,110,26.8,20,keyword article,informational
content_8f9ee6defeac,client_6208ef0f77,4441,0.6904,review_soon,high_visibility,8439,211,25.4,104,keyword article,transactional
content_b80e0096bc41,client_3fdba35f04,4442,0.6904,review_soon,model_flagged,538,284,47.0,104,keyword article,commercial
content_5cde5b639240,client_6208ef0f77,4443,0.6904,review_soon,model_flagged,66,125,3.5,104,keyword article,informational
content_4ff2f3da8d01,client_7f2253d7e2,4444,0.6904,review_soon,high_visibility,5254,90,3.7,20,keyword article,informational
content_9de791be5717,client_19581e27de,4445,0.6904,review_soon,model_flagged,1278,98,10.3,20,keyword article,informational
content_1d20f345eec2,client_bbb965ab0c,4446,0.6903,review_soon,model_flagged,173,104,22.1,20,keyword article,commercial
content_d2bec770d875,client_f369cb89fc,4447,0.6903,review_soon,model_flagged,113,141,8.2,20,keyword article,informational
content_9179ef0f9ba0,client_f369cb89fc,4448,0.6903,review_soon,model_flagged,298,117,8.2,20,keyword article,informational
content_0bbb584576ab,client_6208ef0f77,4449,0.6903,review_soon,model_flagged,1312,95,24.4,20,keyword article,informational
content_87413080be83,client_6208ef0f77,4450,0.6903,review_soon,model_flagged,656,111,37.2,20,keyword article,informational
content_7a78b57589c2,client_3fdba35f04,4451,0.6903,review_soon,model_flagged,348,310,5.3,104,keyword article,transactional
content_73ee00dad7f8,client_f369cb89fc,4452,0.6903,review_soon,model_flagged,341,147,16.8,20,keyword article,transactional
content_36ce1dd42b56,client_6208ef0f77,4453,0.6903,review_soon,high_visibility,3668,98,19.2,20,keyword article,informational
content_2f46f52a311b,client_7f2253d7e2,4454,0.6903,review_soon,model_flagged,2102,92,20.0,20,keyword article,informational
content_43d25a231bd9,client_349c41201b,4455,0.6903,review_soon,model_flagged,897,95,32.1,20,keyword article,informational
content_e53f156434c5,client_3fdba35f04,4456,0.6903,review_soon,model_flagged,31,117,9.5,20,keyword article,commercial
content_201c5c2257b9,client_bbb965ab0c,4457,0.6903,review_soon,model_flagged,408,133,1.5,20,keyword article,informational
content_89ea6da541da,client_7f2253d7e2,4458,0.6903,review_soon,model_flagged,3143,90,9.0,20,keyword article,informational
content_1990156d7444,client_a88a7902cb,4459,0.6903,review_soon,model_flagged,122,180,29.5,28,keyword article,informational
content_0a90dfb2229d,client_a88a7902cb,4460,0.6903,review_soon,model_flagged,76,148,12.1,8,keyword article,informational
content_3eb18dd39301,client_3fdba35f04,4461,0.6902,review_soon,model_flagged,877,165,13.0,41,keyword article,commercial
content_338b283a1949,client_19581e27de,4462,0.6902,review_soon,model_flagged,322,139,17.5,104,keyword article,transactional
content_46a1ecbb5fa5,client_3fdba35f04,4463,0.6902,review_soon,aging_content,1915,333,8.5,104,keyword article,informational
content_9b9f55f3c736,client_a88a7902cb,4464,0.6902,review_soon,model_flagged,986,90,11.2,20,keyword article,transactional
content_d752cd3da794,client_6208ef0f77,4465,0.6902,review_soon,high_visibility,13836,211,38.9,104,keyword article,commercial
content_7672bc0dab71,client_7f2253d7e2,4466,0.6902,review_soon,model_flagged,590,90,7.3,20,keyword article,informational
content_ded21d6ab93b,client_a88a7902cb,4467,0.6902,review_soon,model_flagged,236,126,8.0,28,keyword article,informational
content_bedc086c4135,client_349c41201b,4468,0.6902,review_soon,model_flagged,918,95,32.0,20,keyword article,informational
content_a4342c9ec695,client_a88a7902cb,4469,0.6902,review_soon,model_flagged,83,180,20.1,28,keyword article,informational
content_541f2c1d3b4f,client_7f2253d7e2,4470,0.6902,review_soon,model_flagged,1524,90,8.9,20,keyword article,informational
content_0a91db491d14,client_7f2253d7e2,4471,0.6902,review_soon,high_visibility,13299,231,10.5,193,keyword article,informational
content_9741e2f85933,client_f369cb89fc,4472,0.6902,review_soon,high_visibility,7953,95,7.4,20,keyword article,informational
content_37db2c254c7b,client_6208ef0f77,4473,0.6902,review_soon,model_flagged,2090,111,33.3,20,keyword article,informational
content_d54c2d486b41,client_bbb965ab0c,4474,0.6901,review_soon,high_visibility,4327,91,21.0,20,keyword article,informational
content_55add437b24d,client_7f2253d7e2,4475,0.6901,review_soon,model_flagged,3579,90,3.2,20,keyword article,informational
content_7aaa81e79061,client_6208ef0f77,4476,0.6901,review_soon,model_flagged,828,95,13.9,20,keyword article,informational
content_d6753dcbee84,client_19581e27de,4477,0.6901,review_soon,model_flagged,2897,119,2.3,20,keyword article,informational
content_a13305e0bdaa,client_3fdba35f04,4478,0.6901,review_soon,high_visibility,7710,124,13.3,104,keyword article,informational
content_914ac4179d4e,client_6208ef0f77,4479,0.6901,review_soon,model_flagged,3518,111,24.4,20,keyword article,informational
content_ec31e7041c89,client_349c41201b,4480,0.6901,review_soon,model_flagged,1153,140,16.9,8,keyword article,informational
content_07645c09399d,client_8527a891e2,4481,0.6901,review_soon,model_flagged,73,275,16.6,104,keyword article,informational
content_8c45c0cbe25e,client_f369cb89fc,4482,0.6901,review_soon,model_flagged,2771,147,5.4,20,keyword article,commercial
content_05c60d0e3a6a,client_7f2253d7e2,4483,0.6901,review_soon,model_flagged,1041,90,5.9,20,keyword article,informational
content_3836ecd00f7a,client_6208ef0f77,4484,0.6901,review_soon,model_flagged,189,118,26.9,20,keyword article,commercial
content_4c1a5eaa5d29,client_a88a7902cb,4485,0.6901,review_soon,model_flagged,80,182,21.0,20,keyword article,informational
content_fa1c27f225b7,client_3fdba35f04,4486,0.69,review_soon,high_visibility,3726,104,3.1,20,keyword article,informational
content_f957b46b50c2,client_19581e27de,4487,0.69,review_soon,model_flagged,2135,103,10.4,20,keyword article,informational
content_0a64000ea8ef,client_7f2253d7e2,4488,0.69,review_soon,model_flagged,2262,224,25.0,20,keyword article,informational
content_bd7c0867e933,client_6208ef0f77,4489,0.69,review_soon,high_visibility,26121,299,38.2,104,keyword article,informational
content_b3ee0e0d00d5,client_bbb965ab0c,4490,0.69,review_soon,model_flagged,432,91,8.0,20,keyword article,informational
content_34af1b51fa35,client_6208ef0f77,4491,0.69,review_soon,high_visibility,5759,118,35.2,20,keyword article,informational
content_df14050f065a,client_19581e27de,4492,0.69,review_soon,model_flagged,456,95,27.5,20,keyword article,informational
content_0b1d08fde5a2,client_349c41201b,4493,0.69,review_soon,model_flagged,945,124,30.8,20,keyword article,informational
content_2b7ea419bece,client_a88a7902cb,4494,0.69,review_soon,model_flagged,1162,125,10.6,28,keyword article,informational
content_ab4f555bd77b,client_434c9b5ae5,4495,0.69,review_soon,model_flagged,366,105,12.1,8,keyword article,informational
content_697696f64f04,client_6208ef0f77,4496,0.69,review_soon,model_flagged,425,90,27.5,20,keyword article,informational
content_1b0ca9b3ad4e,client_a88a7902cb,4497,0.69,review_soon,model_flagged,152,154,24.0,20,keyword article,informational
content_d4369fa5c731,client_bbb965ab0c,4498,0.69,review_soon,model_flagged,805,131,34.5,20,keyword article,informational
content_02d71cbc1b46,client_6208ef0f77,4499,0.69,review_soon,model_flagged,208,95,46.8,20,keyword article,informational
content_b1012a045720,client_f369cb89fc,4500,0.69,review_soon,model_flagged,2986,106,6.2,8,keyword article,transactional
content_fbaebc820285,client_7f2253d7e2,4501,0.69,review_soon,high_visibility,9262,110,29.9,20,keyword article,informational
content_78a82071f73e,client_6208ef0f77,4502,0.69,review_soon,model_flagged,2314,211,26.2,104,keyword article,informational
content_b1a7f64fe60c,client_7f2253d7e2,4503,0.69,review_soon,model_flagged,210,132,2.1,20,keyword article,informational
content_0e128822b069,client_a88a7902cb,4504,0.6899,review_soon,model_flagged,109,119,37.6,20,keyword article,informational
content_c90bfc85694f,client_b4944c6ff0,4505,0.6899,review_soon,model_flagged,3047,95,1.1,20,keyword article,commercial
content_eafea7d1dda3,client_7f2253d7e2,4506,0.6899,review_soon,model_flagged,601,147,20.5,20,keyword article,informational
content_ba87440a1f3c,client_a88a7902cb,4507,0.6899,review_soon,model_flagged,105,95,29.3,20,keyword article,informational
content_bae38ea1092e,client_a88a7902cb,4508,0.6899,review_soon,model_flagged,1867,125,13.7,28,keyword article,transactional
content_7a0a16d06090,client_6208ef0f77,4509,0.6899,review_soon,high_visibility,11876,139,26.1,104,keyword article,commercial
content_c4432c324dc6,client_f369cb89fc,4510,0.6899,review_soon,model_flagged,1152,117,2.7,20,keyword article,informational
content_50cd61b8e18d,client_4e07408562,4511,0.6899,review_soon,high_visibility,3799,228,19.1,14,keyword article,informational
content_eda0d694fe3b,client_6208ef0f77,4512,0.6899,review_soon,high_visibility,4556,144,15.7,104,keyword article,informational
content_0ce098d1d1bf,client_7f2253d7e2,4513,0.6899,review_soon,model_flagged,2806,110,11.4,20,keyword article,informational
content_873decd76dc4,client_6208ef0f77,4514,0.6899,review_soon,high_visibility,7715,118,49.2,20,keyword article,informational
content_985bcfee807d,client_7f2253d7e2,4515,0.6899,review_soon,high_visibility,3688,90,7.4,20,keyword article,informational
content_da58656c6085,client_6208ef0f77,4516,0.6899,review_soon,model_flagged,783,95,19.2,20,keyword article,commercial
content_38cfe29b56c3,client_f74efabef1,4517,0.6899,review_soon,high_visibility,8521,140,5.7,8,keyword article,informational
content_e5bcdfaadccd,client_434c9b5ae5,4518,0.6899,review_soon,model_flagged,392,105,9.2,89,keyword article,informational
content_3023680512a5,client_f369cb89fc,4519,0.6898,review_soon,model_flagged,1280,95,4.8,20,keyword article,informational
content_07da54616975,client_d029fa3a95,4520,0.6898,review_soon,model_flagged,189,280,9.6,20,keyword article,informational
content_ded71a10aebc,client_f74efabef1,4521,0.6898,review_soon,model_flagged,1147,125,23.6,20,keyword article,informational
content_ef98c1cfce79,client_d029fa3a95,4522,0.6898,review_soon,model_flagged,444,141,28.1,20,comparison article,informational
content_8b1eeb87a7c5,client_6208ef0f77,4523,0.6898,review_soon,high_visibility,26142,312,35.0,104,keyword article,commercial
content_1e8d5ea49fb6,client_3fdba35f04,4524,0.6898,review_soon,model_flagged,185,104,13.3,20,keyword article,informational
content_6207744db7c8,client_a88a7902cb,4525,0.6898,review_soon,model_flagged,1046,95,5.2,20,keyword article,informational
content_3728ab9836d3,client_6208ef0f77,4526,0.6898,review_soon,model_flagged,1009,124,10.9,104,keyword article,informational
content_06e88d03ae13,client_a88a7902cb,4527,0.6898,review_soon,model_flagged,347,180,10.6,20,keyword article,transactional
content_171e1aad4edb,client_3fdba35f04,4528,0.6898,review_soon,high_visibility,8189,131,7.3,14,keyword article,informational
content_fb70243b0c29,client_a88a7902cb,4529,0.6898,review_soon,model_flagged,452,90,10.7,20,keyword article,informational
content_482107545b43,client_349c41201b,4530,0.6898,review_soon,model_flagged,1414,154,24.3,20,keyword article,informational
content_2f03e0652175,client_3fdba35f04,4531,0.6898,review_soon,model_flagged,1930,139,8.6,14,keyword article,commercial
content_f60a45a2af67,client_349c41201b,4532,0.6897,review_soon,model_flagged,1885,168,6.9,20,keyword article,informational
content_fec82453d953,client_19581e27de,4533,0.6897,review_soon,model_flagged,1411,98,19.0,20,keyword article,informational
content_8de443806f5c,client_349c41201b,4534,0.6897,review_soon,model_flagged,166,95,13.2,20,keyword article,informational
content_fc613a537e6c,client_3fdba35f04,4535,0.6897,review_soon,high_visibility,3643,310,9.2,104,keyword article,transactional
content_99650ee03839,client_349c41201b,4536,0.6897,review_soon,model_flagged,304,104,23.3,20,keyword article,commercial
content_97651178a7ad,client_6208ef0f77,4537,0.6897,review_soon,model_flagged,164,98,3.7,20,keyword article,informational
content_72dc73e1269a,client_19581e27de,4538,0.6897,review_soon,model_flagged,1554,95,4.6,20,keyword article,informational
content_8f8820a2ca83,client_a88a7902cb,4539,0.6897,review_soon,model_flagged,518,95,5.0,20,keyword article,informational
content_a3c516ce1bbd,client_19581e27de,4540,0.6897,review_soon,model_flagged,3570,126,3.8,20,keyword article,informational
content_bd163fda763e,client_3fdba35f04,4541,0.6897,review_soon,high_visibility,4777,131,8.6,104,keyword article,transactional
content_32f58a411da6,client_349c41201b,4542,0.6897,review_soon,model_flagged,751,95,31.4,20,keyword article,informational
content_3a003823c571,client_624b60c58c,4543,0.6897,review_soon,model_flagged,834,98,5.8,8,feedly article,
content_4d314ac1bfb3,client_7f2253d7e2,4544,0.6897,review_soon,high_visibility,8763,224,7.5,20,keyword article,informational
content_6bada6a81afb,client_f369cb89fc,4545,0.6897,review_soon,model_flagged,1431,141,10.4,8,keyword article,informational
content_a90748a17a27,client_d029fa3a95,4546,0.6897,review_soon,model_flagged,497,144,18.3,20,comparison article,informational
content_ebc1218e6383,client_f369cb89fc,4547,0.6897,review_soon,model_flagged,752,106,45.3,106,keyword article,commercial
content_9f16908e89ff,client_6208ef0f77,4548,0.6897,review_soon,model_flagged,811,118,14.3,20,keyword article,informational
content_33893ed00144,client_19581e27de,4549,0.6896,review_soon,model_flagged,3214,95,5.1,20,keyword article,informational
content_479be28bc25d,client_a88a7902cb,4550,0.6896,review_soon,model_flagged,387,98,17.5,20,keyword article,transactional
content_b636045f0a0a,client_f74efabef1,4551,0.6896,review_soon,model_flagged,2018,117,8.0,20,keyword article,commercial
content_7e26236909d8,client_7f2253d7e2,4552,0.6896,review_soon,high_visibility,5744,141,33.9,20,keyword article,informational
content_bb485e06e530,client_19581e27de,4553,0.6896,review_soon,model_flagged,2080,139,6.3,104,keyword article,transactional
content_e326e4c69a22,client_3fdba35f04,4554,0.6896,review_soon,model_flagged,1532,104,13.4,20,keyword article,commercial
content_fee4422a523a,client_3fdba35f04,4555,0.6896,review_soon,model_flagged,762,165,14.3,19,keyword article,informational
content_f41fb10735e4,client_3fdba35f04,4556,0.6896,review_soon,model_flagged,147,264,17.0,104,keyword article,transactional
content_8a12b4649424,client_f369cb89fc,4557,0.6896,review_soon,model_flagged,645,147,6.5,20,keyword article,transactional
content_16a3f6b2845b,client_3fdba35f04,4558,0.6896,review_soon,model_flagged,412,148,10.4,19,keyword article,informational
content_cc8fe826d03d,client_3fdba35f04,4559,0.6896,review_soon,aging_content,50,333,28.5,104,keyword article,informational
content_198757833a19,client_6208ef0f77,4560,0.6896,review_soon,high_visibility,5972,216,18.6,104,keyword article,commercial
content_5b2e7d93a33e,client_19581e27de,4561,0.6895,review_soon,model_flagged,2379,98,13.0,20,keyword article,informational
content_f55fd2d8ed04,client_4e07408562,4562,0.6895,review_soon,model_flagged,2237,230,1.3,104,keyword article,informational
content_e594d56fe172,client_6208ef0f77,4563,0.6895,review_soon,model_flagged,916,98,5.8,20,keyword article,informational
content_d441e5af9fcf,client_19581e27de,4564,0.6895,review_soon,model_flagged,2783,98,3.3,20,keyword article,informational
content_3981bb0dafa3,client_7f2253d7e2,4565,0.6895,review_soon,high_visibility,4150,96,10.5,20,keyword article,transactional
content_08366e95bd39,client_8527a891e2,4566,0.6895,review_soon,model_flagged,209,174,44.3,92,keyword article,informational
content_f90902111df8,client_a88a7902cb,4567,0.6895,review_soon,model_flagged,390,182,9.1,20,keyword article,informational
content_2eca6ed1839f,client_3fdba35f04,4568,0.6895,review_soon,model_flagged,581,223,26.6,104,keyword article,transactional
content_5bc7f554bd4e,client_19581e27de,4569,0.6895,review_soon,model_flagged,2633,98,14.2,20,keyword article,informational
content_d5d2dbbe96b5,client_bbb965ab0c,4570,0.6895,review_soon,model_flagged,1501,104,21.7,20,keyword article,informational
content_5ad0d416fbbd,client_bbb965ab0c,4571,0.6895,review_soon,model_flagged,953,104,11.3,15,keyword article,informational
content_373c4575d136,client_3fdba35f04,4572,0.6895,review_soon,high_visibility,3693,165,14.2,14,keyword article,informational
content_d6e1bbb4a996,client_d029fa3a95,4573,0.6894,review_soon,high_visibility,4955,103,3.9,20,keyword article,informational
content_48528db098f3,client_a88a7902cb,4574,0.6894,review_soon,model_flagged,80,138,41.5,28,keyword article,informational
content_f6cd991698ec,client_7f2253d7e2,4575,0.6894,review_soon,model_flagged,2809,90,8.4,20,keyword article,transactional
content_b5716f2631dc,client_f369cb89fc,4576,0.6893,review_soon,high_visibility,11882,95,4.0,20,keyword article,informational
content_4d56fd21ca78,client_7f2253d7e2,4577,0.6893,review_soon,high_visibility,4416,90,4.6,20,keyword article,transactional
content_2cf2b6554ad0,client_f369cb89fc,4578,0.6893,review_soon,model_flagged,184,95,7.8,20,keyword article,informational
content_d1ec962d29ef,client_6208ef0f77,4579,0.6893,review_soon,model_flagged,703,111,27.9,20,keyword article,informational
content_e7536b6d5d7b,client_a88a7902cb,4580,0.6893,review_soon,model_flagged,386,90,15.9,20,keyword article,informational
content_2822ee0a37bc,client_6208ef0f77,4581,0.6893,review_soon,high_visibility,4446,216,42.1,104,keyword article,informational
content_875d4f424b50,client_d029fa3a95,4582,0.6893,review_soon,model_flagged,370,148,19.6,8,comparison article,informational
content_a68032fd9bf5,client_f369cb89fc,4583,0.6893,review_soon,model_flagged,403,141,5.9,8,keyword article,informational
content_03ed3e554fc4,client_434c9b5ae5,4584,0.6893,review_soon,model_flagged,636,105,27.1,8,keyword article,informational
content_e00ac6e3f12e,client_6208ef0f77,4585,0.6893,review_soon,high_visibility,4540,144,5.6,104,keyword article,transactional
content_823ea9b9b355,client_f369cb89fc,4586,0.6893,review_soon,high_visibility,4369,95,3.9,20,keyword article,informational
content_77e88b0fa138,client_7f2253d7e2,4587,0.6893,review_soon,model_flagged,548,90,7.2,20,keyword article,informational
content_e15068147154,client_f369cb89fc,4588,0.6893,review_soon,model_flagged,1994,147,15.2,20,keyword article,commercial
content_f81a4628e3b7,client_7f2253d7e2,4589,0.6892,review_soon,model_flagged,1705,92,8.1,20,keyword article,informational
content_c33bfca8035b,client_7f2253d7e2,4590,0.6892,review_soon,high_visibility,13144,90,3.7,20,keyword article,informational
content_e696605e98be,client_3fdba35f04,4591,0.6892,review_soon,high_visibility,5869,174,25.4,20,keyword article,informational
content_ea1fdec27b19,client_f369cb89fc,4592,0.6892,review_soon,model_flagged,546,145,4.5,20,keyword article,informational
content_a32e1c31ee98,client_19581e27de,4593,0.6892,review_soon,model_flagged,1159,139,15.7,104,keyword article,transactional
content_2112ebb1b7f9,client_bbb965ab0c,4594,0.6892,review_soon,model_flagged,1369,131,12.5,15,keyword article,informational
content_ccf887ee3581,client_4e07408562,4595,0.6892,review_soon,model_flagged,2993,326,5.5,104,keyword article,informational
content_21abd7a3cac0,client_7f2253d7e2,4596,0.6892,review_soon,model_flagged,681,90,7.1,20,keyword article,informational
content_596c4c1877c3,client_bbb965ab0c,4597,0.6892,review_soon,model_flagged,1503,91,8.8,15,keyword article,informational
content_f4e998244cbd,client_6208ef0f77,4598,0.6892,review_soon,model_flagged,1023,111,37.9,20,keyword article,informational
content_d296baa9ea52,client_19581e27de,4599,0.6892,review_soon,model_flagged,445,98,9.5,20,keyword article,informational
content_706a6c8a4228,client_7f2253d7e2,4600,0.6892,review_soon,model_flagged,2590,92,11.0,20,keyword article,informational
content_fb8ed8721cda,client_a88a7902cb,4601,0.6892,review_soon,model_flagged,562,148,13.3,20,keyword article,informational
content_1b74b27f23b9,client_3fdba35f04,4602,0.6892,review_soon,aging_content,408,333,2.9,104,keyword article,informational
content_d18d0d27bcbd,client_f74efabef1,4603,0.6892,review_soon,model_flagged,327,97,11.7,8,keyword article,informational
content_a02ef01ed5c4,client_6208ef0f77,4604,0.6892,review_soon,model_flagged,915,300,15.5,104,keyword article,informational
content_5bcd6cd076a5,client_f74efabef1,4605,0.6891,review_soon,high_visibility,4730,125,10.5,20,keyword article,informational
content_d3536b9d6c47,client_3fdba35f04,4606,0.6891,review_soon,high_visibility,4999,174,31.8,20,keyword article,transactional
content_63967b53e498,client_a88a7902cb,4607,0.6891,review_soon,model_flagged,520,125,20.3,28,keyword article,informational
content_97717bfdadd0,client_3fdba35f04,4608,0.6891,review_soon,model_flagged,627,263,14.4,104,keyword article,informational
content_931554349b78,client_3fdba35f04,4609,0.6891,review_soon,aging_content,268,333,13.9,41,keyword article,informational
content_1e1df0405fd7,client_6208ef0f77,4610,0.6891,review_soon,high_visibility,22587,104,37.1,20,keyword article,informational
content_f86bf23374f6,client_6208ef0f77,4611,0.6891,review_soon,model_flagged,2799,104,46.9,8,keyword article,transactional
content_4f2bbce56a01,client_6208ef0f77,4612,0.6891,review_soon,model_flagged,62,223,16.0,104,keyword article,informational
content_6e1dc7b5fb85,client_bbb965ab0c,4613,0.6891,review_soon,model_flagged,310,120,34.2,20,keyword article,informational
content_b001595a185a,client_6208ef0f77,4614,0.6891,review_soon,model_flagged,272,95,12.3,20,keyword article,commercial
content_b6e4aed827fc,client_3fdba35f04,4615,0.6891,review_soon,model_flagged,380,310,14.8,104,keyword article,transactional
content_c7798514c96f,client_19581e27de,4616,0.6891,review_soon,model_flagged,883,139,4.1,104,keyword article,commercial
content_f41fcd1fbce5,client_8722616204,4617,0.6891,review_soon,model_flagged,1095,231,21.5,104,keyword article,transactional
content_f8e170580eab,client_434c9b5ae5,4618,0.6891,review_soon,model_flagged,357,105,23.9,8,keyword article,informational
content_c1236dadfa71,client_4e07408562,4619,0.6891,review_soon,model_flagged,1786,228,7.8,7,keyword article,informational
content_3daca74773bf,client_6208ef0f77,4620,0.689,review_soon,model_flagged,659,118,8.0,20,keyword article,informational
content_bb34f88bf166,client_6208ef0f77,4621,0.689,review_soon,model_flagged,662,300,19.6,104,keyword article,informational
content_603d43d1089d,client_b4944c6ff0,4622,0.689,review_soon,model_flagged,632,97,6.3,20,keyword article,informational
content_feabb5319adc,client_3fdba35f04,4623,0.689,review_soon,aging_content,1229,333,34.0,104,keyword article,informational
content_30a5573b767e,client_a88a7902cb,4624,0.689,review_soon,model_flagged,630,138,10.0,28,keyword article,informational
content_921b6efc110c,client_7f2253d7e2,4625,0.689,review_soon,high_visibility,51341,224,5.9,20,keyword article,informational
content_910740dba4b3,client_624b60c58c,4626,0.689,review_soon,model_flagged,197,92,6.0,20,feedly article,
content_99f585dbaf10,client_7f2253d7e2,4627,0.689,review_soon,high_visibility,68122,147,32.5,20,keyword article,informational
content_eb55e64926eb,client_a88a7902cb,4628,0.689,review_soon,model_flagged,1152,95,12.7,20,keyword article,informational
content_3bf47333213d,client_624b60c58c,4629,0.689,review_soon,model_flagged,35,102,6.2,8,feedly article,
content_6e54a6bd8401,client_3fdba35f04,4630,0.689,review_soon,model_flagged,248,117,20.6,20,keyword article,commercial
content_e27fed48571e,client_19581e27de,4631,0.689,review_soon,model_flagged,315,98,7.8,20,keyword article,informational
content_e2f910c73cbd,client_6208ef0f77,4632,0.689,review_soon,model_flagged,1426,118,7.5,20,keyword article,informational
content_e014d9a2f1f2,client_a88a7902cb,4633,0.689,review_soon,high_visibility,5037,112,26.4,20,keyword article,commercial
content_6f7ff85d7ca7,client_3fdba35f04,4634,0.6889,review_soon,model_flagged,1238,111,7.3,20,keyword article,informational
content_79d9be0009f0,client_3fdba35f04,4635,0.6889,review_soon,model_flagged,1208,264,48.6,104,keyword article,commercial
content_1428f41f35ab,client_7f2253d7e2,4636,0.6889,review_soon,model_flagged,1350,92,4.1,20,keyword article,transactional
content_6c4e879d335d,client_f369cb89fc,4637,0.6889,review_soon,model_flagged,113,117,3.7,20,keyword article,informational
content_e9fa23790eea,client_3fdba35f04,4638,0.6889,review_soon,model_flagged,1526,310,36.7,104,keyword article,commercial
content_1d1013f87aa3,client_7f2253d7e2,4639,0.6889,review_soon,high_visibility,5418,90,11.1,20,keyword article,commercial
content_ddb55d79736a,client_f369cb89fc,4640,0.6889,review_soon,model_flagged,804,147,7.8,20,keyword article,transactional
content_785966208f94,client_a88a7902cb,4641,0.6889,review_soon,model_flagged,1138,119,9.2,20,keyword article,transactional
content_516806da0325,client_f74efabef1,4642,0.6889,review_soon,model_flagged,179,104,10.5,20,keyword article,transactional
content_b3c00e740b1b,client_19581e27de,4643,0.6888,review_soon,model_flagged,795,139,7.5,104,keyword article,commercial
content_f2027dbe40f1,client_f74efabef1,4644,0.6888,review_soon,model_flagged,295,97,33.0,20,keyword article,informational
content_9de926fa1505,client_bbb965ab0c,4645,0.6888,review_soon,model_flagged,1203,110,5.1,15,keyword article,informational
content_01a89aa912e8,client_f74efabef1,4646,0.6888,review_soon,model_flagged,2491,97,7.5,20,keyword article,informational
content_bf3ec59fe730,client_bbb965ab0c,4647,0.6888,review_soon,model_flagged,573,131,18.2,20,keyword article,informational
content_74fa5b71d89d,client_4ec9599fc2,4648,0.6888,review_soon,aging_content,68,347,6.5,104,feedly article,
content_31e982815b32,client_624b60c58c,4649,0.6888,review_soon,model_flagged,32,99,6.8,8,feedly article,
content_e76674493276,client_6208ef0f77,4650,0.6888,review_soon,high_visibility,4934,307,22.2,104,keyword article,informational
content_357eb6b0a406,client_8722616204,4651,0.6888,review_soon,model_flagged,183,90,9.8,20,keyword article,informational
content_e2ee9ea4bf43,client_6208ef0f77,4652,0.6888,review_soon,model_flagged,3594,111,35.4,20,keyword article,informational
content_b19165f1fd83,client_a88a7902cb,4653,0.6888,review_soon,model_flagged,312,95,26.4,20,keyword article,commercial
content_1425f976526a,client_6208ef0f77,4654,0.6888,review_soon,model_flagged,1111,236,23.8,104,keyword article,informational
content_546cb75bad07,client_6208ef0f77,4655,0.6888,review_soon,model_flagged,3583,300,12.4,104,keyword article,transactional
