content_id,client_id,action_rank,predicted_decline_probability,action_label,reason_code,impressions_90d,content_age_days,avg_position,days_since_last_update,content_type,main_intent
content_8db3b99daf79,client_19581e27de,18799,0.5158,monitor,high_visibility,25785,119,1.8,20,keyword article,informational
content_245816fb9c7d,client_19581e27de,18800,0.5158,monitor,aging_content,137,362,5.8,104,keyword article,transactional
content_9eea5fb7284b,client_19581e27de,18801,0.5157,monitor,aging_content,1103,362,19.9,104,keyword article,commercial
content_727fd10b04fc,client_e629fa6598,18802,0.5157,monitor,aging_content,1710,460,8.9,22,keyword article,transactional
content_5c053244198a,client_3fdba35f04,18803,0.5157,monitor,high_visibility,20576,165,16.1,20,keyword article,informational
content_d777099643ca,client_6208ef0f77,18804,0.5157,monitor,high_visibility,6374,287,18.6,104,keyword article,informational
content_62e5db0513cc,client_d4735e3a26,18805,0.5156,monitor,model_flagged,102,296,3.9,20,feedly article,
content_4b9726e167a8,client_e629fa6598,18806,0.5156,monitor,aging_content,3286,490,6.3,22,keyword article,transactional
content_224a0b13d1c0,client_4ec9599fc2,18807,0.5155,monitor,aging_content,816,445,12.2,104,keyword article,commercial
content_0c2436112826,client_19581e27de,18808,0.5154,monitor,high_visibility,6181,313,9.8,104,keyword article,commercial
content_24736e7d70a7,client_6208ef0f77,18809,0.5154,monitor,high_visibility,4577,118,16.4,20,keyword article,informational
content_42942eb289b0,client_4ec9599fc2,18810,0.5154,monitor,aging_content,140,350,9.9,20,feedly article,
content_aaf8948bd742,client_2c624232cd,18811,0.5154,monitor,aging_content,194,517,36.5,11,keyword article,informational
content_4db66d3d418c,client_4e07408562,18812,0.5154,monitor,aging_content,553,504,28.2,13,keyword article,informational
content_fecb8624f9d6,client_f369cb89fc,18813,0.5154,monitor,model_flagged,10,117,4.6,20,keyword article,informational
content_8de63e11071c,client_19581e27de,18814,0.5153,monitor,high_visibility,9717,313,8.5,104,keyword article,informational
content_06dd1d6744a8,client_2c624232cd,18815,0.5153,monitor,aging_content,2493,517,7.0,11,keyword article,informational
content_ed042e51f683,client_4e07408562,18816,0.5153,monitor,aging_content,1948,487,15.7,104,keyword article,informational
content_35fa2f51956f,client_19581e27de,18817,0.5152,monitor,high_visibility,3643,313,21.9,104,keyword article,transactional
content_b64cc2aeb71b,client_4e07408562,18818,0.5152,monitor,high_visibility_and_aging,18829,347,4.2,104,keyword article,commercial
content_3e33be121c9d,client_e629fa6598,18819,0.5152,monitor,aging_content,514,494,10.2,20,keyword article,transactional
content_1ecf6336a95d,client_b4944c6ff0,18820,0.5152,monitor,high_visibility,68829,90,5.1,20,keyword article,commercial
content_aa8208824668,client_4e07408562,18821,0.5152,monitor,high_visibility_and_aging,4015,445,10.3,7,keyword article,informational
content_c546a19ea740,client_19581e27de,18822,0.5152,monitor,high_visibility,17171,103,3.4,20,keyword article,informational
content_54f5bd380f0a,client_19581e27de,18823,0.5152,monitor,high_visibility,4114,236,5.0,104,keyword article,informational
content_ef93399e5ebf,client_19581e27de,18824,0.5152,monitor,model_flagged,144,313,20.8,104,keyword article,commercial
content_8fb055c452c7,client_6208ef0f77,18825,0.5152,monitor,high_visibility,38023,153,14.1,104,keyword article,commercial
content_c7b87d5dd8a0,client_19581e27de,18826,0.5152,monitor,aging_content,1418,482,1.9,22,keyword article,commercial
content_6e6f61feaad7,client_19581e27de,18827,0.5152,monitor,high_visibility_and_aging,7088,362,10.1,20,keyword article,transactional
content_afffba546245,client_6208ef0f77,18828,0.5152,monitor,high_visibility,4600,153,14.7,104,keyword article,commercial
content_873008d26f25,client_19581e27de,18829,0.5152,monitor,high_visibility,6951,329,3.4,104,keyword article,informational
content_462d8068b993,client_19581e27de,18830,0.5151,monitor,high_visibility,15557,257,4.5,104,keyword article,commercial
content_3467c6b80804,client_19581e27de,18831,0.5151,monitor,high_visibility_and_aging,13804,482,8.2,20,keyword article,transactional
content_aa5f6a751c86,client_19581e27de,18832,0.5151,monitor,high_visibility_and_aging,5748,482,5.0,22,keyword article,commercial
content_b80b0230d0a9,client_4e07408562,18833,0.5151,monitor,high_visibility_and_aging,9947,445,10.1,25,keyword article,informational
content_1eb51bddfbde,client_8527a891e2,18834,0.5151,monitor,aging_content,1559,348,51.7,104,keyword article,commercial
content_bd829a02dabf,client_6208ef0f77,18835,0.5151,monitor,high_visibility,25677,286,5.5,104,keyword article,informational
content_0d776d6de20c,client_19581e27de,18836,0.5151,monitor,high_visibility,5583,119,4.7,20,keyword article,transactional
content_ace4f971f675,client_d4735e3a26,18837,0.515,monitor,model_flagged,30,299,2.5,20,feedly article,
content_ada4f0b8bc65,client_4e07408562,18838,0.515,monitor,high_visibility_and_aging,5502,445,8.7,20,keyword article,informational
content_e649189ba708,client_19581e27de,18839,0.515,monitor,aging_content,842,482,8.9,22,keyword article,commercial
content_77ba22d133ef,client_19581e27de,18840,0.515,monitor,aging_content,1075,445,5.9,22,keyword article,transactional
content_994fb385888c,client_2c624232cd,18841,0.515,monitor,aging_content,109,438,32.5,11,keyword article,informational
content_08d6e44988b8,client_e29c9c180c,18842,0.515,monitor,model_flagged,23,311,40.5,20,keyword article,informational
content_1caa959588a1,client_6208ef0f77,18843,0.515,monitor,high_visibility,44976,211,30.3,104,keyword article,informational
content_babdda75f3e4,client_19581e27de,18844,0.515,monitor,high_visibility_and_aging,12316,362,25.7,20,keyword article,commercial
content_429485955780,client_19581e27de,18845,0.515,monitor,high_visibility,46514,119,5.1,20,keyword article,transactional
content_3b705a60f5f4,client_19581e27de,18846,0.5149,monitor,model_flagged,472,313,12.9,104,keyword article,informational
content_3f2c294ef17d,client_6208ef0f77,18847,0.5149,monitor,high_visibility,10998,223,23.8,104,keyword article,informational
content_8fee0cdaba5c,client_19581e27de,18848,0.5149,monitor,aging_content,1112,362,9.3,104,keyword article,informational
content_dbaf899fbd96,client_4e07408562,18849,0.5149,monitor,aging_content,446,445,23.0,104,keyword article,informational
content_b36ab9f13f2b,client_9f14025af0,18850,0.5149,monitor,model_flagged,11,116,4.2,8,keyword article,informational
content_2783e25b0710,client_4e07408562,18851,0.5149,monitor,high_visibility_and_aging,6648,545,8.2,20,keyword article,informational
content_9db6327e0e96,client_19581e27de,18852,0.5149,monitor,aging_content,1289,419,13.7,22,keyword article,informational
content_2646150e111d,client_4ec9599fc2,18853,0.5149,monitor,aging_content,357,445,9.8,20,keyword article,informational
content_d64aecf4ecf7,client_19581e27de,18854,0.5148,monitor,high_visibility,13388,313,7.1,104,keyword article,transactional
content_681d93f6924d,client_3fdba35f04,18855,0.5148,monitor,high_visibility,42310,165,3.5,104,keyword article,informational
content_4d265ba76d91,client_3fdba35f04,18856,0.5148,monitor,high_visibility_and_aging,13839,333,12.1,26,keyword article,informational
content_8ba4b34b1d89,client_19581e27de,18857,0.5148,monitor,high_visibility,10422,95,3.2,20,keyword article,informational
content_579c1f2bf237,client_19581e27de,18858,0.5148,monitor,aging_content,2431,482,12.9,22,keyword article,transactional
content_b3038f1ba23b,client_19581e27de,18859,0.5148,monitor,model_flagged,2588,329,3.9,104,keyword article,commercial
content_cdd3c23e5be5,client_19581e27de,18860,0.5147,monitor,aging_content,1431,482,12.8,22,keyword article,transactional
content_bfc882b9ce24,client_19581e27de,18861,0.5147,monitor,aging_content,2059,417,9.5,22,keyword article,transactional
content_e320ea2697ba,client_19581e27de,18862,0.5147,monitor,high_visibility,5380,313,6.9,104,keyword article,informational
content_c26f81d804cc,client_4e07408562,18863,0.5146,monitor,aging_content,3091,348,11.6,13,keyword article,commercial
content_8163d5532663,client_4ec9599fc2,18864,0.5146,monitor,aging_content,46,375,8.3,20,keyword article,informational
content_18652ab0ff5d,client_19581e27de,18865,0.5145,monitor,high_visibility,6774,329,3.5,104,keyword article,transactional
content_e2f8805278c6,client_19581e27de,18866,0.5145,monitor,high_visibility_and_aging,6054,482,10.6,20,keyword article,informational
content_4bf46541f98a,client_e629fa6598,18867,0.5145,monitor,aging_content,67,460,6.2,20,keyword article,informational
content_c927eb7d0af9,client_a88a7902cb,18868,0.5145,monitor,high_visibility,13478,126,4.0,28,keyword article,informational
content_ab2a4711117d,client_4e07408562,18869,0.5145,monitor,high_visibility_and_aging,5176,420,29.2,25,keyword article,informational
content_baf4c82acc2a,client_19581e27de,18870,0.5145,monitor,model_flagged,421,144,58.3,104,keyword article,informational
content_a1583c483d51,client_4e07408562,18871,0.5145,monitor,high_visibility,8695,326,9.3,25,keyword article,informational
content_c789a815d8bb,client_4e07408562,18872,0.5145,monitor,aging_content,3264,420,16.4,13,keyword article,informational
content_accceffe127e,client_4e07408562,18873,0.5145,monitor,aging_content,103,390,22.5,104,keyword article,informational
content_0fd688a63532,client_4e07408562,18874,0.5144,monitor,aging_content,450,421,14.4,104,keyword article,commercial
content_86b000e39ea5,client_19581e27de,18875,0.5144,monitor,model_flagged,2456,313,9.2,104,keyword article,informational
content_0cf10a71b943,client_4e07408562,18876,0.5144,monitor,aging_content,554,537,14.3,13,keyword article,informational
content_7b15ac91c741,client_19581e27de,18877,0.5144,monitor,high_visibility,8533,313,8.8,104,keyword article,commercial
content_551b2079d0b2,client_6208ef0f77,18878,0.5144,monitor,high_visibility,9359,236,13.9,104,keyword article,commercial
content_59a1a9b96b36,client_19581e27de,18879,0.5144,monitor,aging_content,3453,421,7.4,22,keyword article,transactional
content_2fe70852836a,client_4fc82b26ae,18880,0.5144,monitor,aging_content,20,333,33.5,20,keyword article,informational
content_d21bd88a8bd1,client_19581e27de,18881,0.5144,monitor,aging_content,1947,417,20.2,22,keyword article,commercial
content_209c63dc6e56,client_6208ef0f77,18882,0.5143,monitor,high_visibility,64193,299,38.8,104,keyword article,commercial
content_42b18be3d77b,client_19581e27de,18883,0.5143,monitor,high_visibility,5414,313,5.5,104,keyword article,commercial
content_6f75fa7e1b27,client_19581e27de,18884,0.5143,monitor,high_visibility,9022,144,4.7,104,keyword article,informational
content_90581679d3ea,client_19581e27de,18885,0.5143,monitor,high_visibility_and_aging,18005,362,7.4,20,keyword article,transactional
content_855a83365734,client_19581e27de,18886,0.5143,monitor,aging_content,270,362,5.5,104,keyword article,commercial
content_66115b7781b9,client_19581e27de,18887,0.5142,monitor,high_visibility_and_aging,6167,445,10.3,20,keyword article,informational
content_f18c12f239fd,client_349c41201b,18888,0.5142,monitor,high_visibility,10142,119,8.1,20,keyword article,informational
content_8519e836d30d,client_4fc82b26ae,18889,0.5142,monitor,aging_content,18,333,10.8,20,keyword article,informational
content_6294d2ddad1d,client_19581e27de,18890,0.5141,monitor,model_flagged,979,313,12.1,104,keyword article,transactional
content_a961e5b0d27b,client_19581e27de,18891,0.5141,monitor,model_flagged,357,256,29.3,104,keyword article,informational
content_d78aa3b4afc5,client_2c624232cd,18892,0.5141,monitor,aging_content,782,517,12.0,11,keyword article,informational
content_73668c22b91c,client_19581e27de,18893,0.5141,monitor,model_flagged,42,313,18.1,104,keyword article,informational
content_56d8e3c893e3,client_19581e27de,18894,0.5141,monitor,high_visibility_and_aging,5000,482,16.4,20,keyword article,informational
content_ef0825aa83d1,client_19581e27de,18895,0.5141,monitor,aging_content,122,482,5.2,22,keyword article,commercial
content_6d077b964b59,client_19581e27de,18896,0.5141,monitor,aging_content,124,362,11.1,104,keyword article,transactional
content_358b2b10f5b6,client_4e07408562,18897,0.514,monitor,high_visibility_and_aging,13083,421,5.3,20,keyword article,commercial
content_34ed0cec6ebf,client_4e07408562,18898,0.514,monitor,aging_content,525,504,29.4,7,keyword article,informational
content_01375f53651c,client_4e07408562,18899,0.514,monitor,aging_content,1759,421,8.7,7,keyword article,commercial
content_d085fa71dd27,client_19581e27de,18900,0.514,monitor,high_visibility,5882,329,7.1,104,keyword article,transactional
content_45e47196935b,client_19581e27de,18901,0.514,monitor,model_flagged,124,329,16.8,104,keyword article,transactional
content_b9e02bd01a73,client_2c624232cd,18902,0.514,monitor,high_visibility_and_aging,3868,517,8.7,11,keyword article,informational
content_f8e2dc902206,client_19581e27de,18903,0.5139,monitor,high_visibility,17351,236,6.1,104,keyword article,informational
content_cfc94340dfe8,client_3fdba35f04,18904,0.5139,monitor,high_visibility_and_aging,4373,463,7.6,14,keyword article,transactional
content_755184483526,client_19581e27de,18905,0.5139,monitor,model_flagged,241,313,21.5,104,keyword article,transactional
content_cd6fdaf35403,client_4e07408562,18906,0.5139,monitor,high_visibility_and_aging,7132,545,10.3,25,keyword article,informational
content_b2b2f104d32c,client_d4735e3a26,18907,0.5139,monitor,aging_content,522,495,7.8,20,keyword article,commercial
content_89f8aad6f3b5,client_19581e27de,18908,0.5139,monitor,high_visibility_and_aging,4185,466,5.9,22,keyword article,informational
content_9243a3d10782,client_19581e27de,18909,0.5139,monitor,model_flagged,1241,313,9.8,104,keyword article,commercial
content_d9bb7f2d42e6,client_19581e27de,18910,0.5139,monitor,model_flagged,925,329,9.9,104,keyword article,transactional
content_0b42d71285c2,client_19581e27de,18911,0.5139,monitor,aging_content,3522,482,11.3,22,keyword article,transactional
content_0c84ac2dbf2d,client_19581e27de,18912,0.5138,monitor,high_visibility,19805,148,5.0,104,keyword article,informational
content_035a66a8a5aa,client_19581e27de,18913,0.5138,monitor,high_visibility,10330,313,7.7,104,keyword article,transactional
content_a1d3c702561a,client_e629fa6598,18914,0.5138,monitor,aging_content,1606,490,12.1,22,keyword article,transactional
content_8824def73617,client_4ec9599fc2,18915,0.5138,monitor,aging_content,712,333,12.9,104,feedly article,
content_58f93a020d56,client_e629fa6598,18916,0.5138,monitor,aging_content,1314,358,9.4,104,keyword article,transactional
content_365128b9f3b7,client_6208ef0f77,18917,0.5138,monitor,high_visibility,80377,144,35.0,104,keyword article,informational
content_0bda86d99c0b,client_19581e27de,18918,0.5138,monitor,model_flagged,552,313,16.6,104,keyword article,informational
content_200a2f936288,client_4e07408562,18919,0.5138,monitor,high_visibility,6847,280,4.5,13,keyword article,informational
content_2bf52c0b8e4a,client_19581e27de,18920,0.5138,monitor,aging_content,39,362,6.6,20,keyword article,transactional
content_72096fc4ecce,client_e629fa6598,18921,0.5137,monitor,high_visibility_and_aging,8721,460,7.6,22,keyword article,commercial
content_dee71b933e85,client_4e07408562,18922,0.5137,monitor,aging_content,472,445,12.4,13,keyword article,transactional
content_4506cf8abcff,client_2c624232cd,18923,0.5137,monitor,aging_content,1270,438,12.1,11,keyword article,informational
content_439ca5f518b3,client_8527a891e2,18924,0.5137,monitor,aging_content,8,348,6.5,20,keyword article,informational
content_3dd595f1c364,client_19581e27de,18925,0.5136,monitor,high_visibility_and_aging,3616,480,13.0,22,keyword article,commercial
content_f0132322673e,client_19581e27de,18926,0.5136,monitor,high_visibility,9488,257,5.3,104,keyword article,transactional
content_c30c8488c0d1,client_4e07408562,18927,0.5136,monitor,aging_content,424,348,41.9,104,keyword article,transactional
content_8a5288f08c00,client_19581e27de,18928,0.5136,monitor,high_visibility_and_aging,9572,417,9.4,22,keyword article,commercial
content_fc14d91b9d23,client_19581e27de,18929,0.5136,monitor,model_flagged,1582,329,9.4,104,keyword article,transactional
content_edea39daa1db,client_19581e27de,18930,0.5136,monitor,high_visibility,9807,329,3.6,104,keyword article,transactional
content_717f5822565d,client_19581e27de,18931,0.5136,monitor,aging_content,2200,482,6.7,22,keyword article,transactional
content_99679c60534c,client_19581e27de,18932,0.5135,monitor,high_visibility_and_aging,9406,445,13.5,20,keyword article,informational
content_4809d1306cd4,client_4e07408562,18933,0.5135,monitor,aging_content,470,487,10.2,13,keyword article,commercial
content_49b90c089ad0,client_6208ef0f77,18934,0.5135,monitor,high_visibility,18577,153,13.8,104,keyword article,informational
content_81aacf180df3,client_4e07408562,18935,0.5135,monitor,aging_content,1386,487,9.7,104,keyword article,informational
content_a8a2c6189790,client_4e07408562,18936,0.5135,monitor,high_visibility_and_aging,8865,445,10.4,25,keyword article,informational
content_1c78cae469ad,client_e629fa6598,18937,0.5135,monitor,aging_content,367,460,8.5,20,keyword article,transactional
content_1911069437de,client_19581e27de,18938,0.5135,monitor,high_visibility,16013,236,5.4,104,keyword article,informational
content_dc50a9432536,client_2c624232cd,18939,0.5135,monitor,aging_content,377,517,9.0,11,keyword article,informational
content_715fcf6424d0,client_2c624232cd,18940,0.5135,monitor,aging_content,125,438,42.7,11,keyword article,transactional
content_0ef9e7ce5550,client_4ec9599fc2,18941,0.5135,monitor,aging_content,397,445,8.2,104,keyword article,transactional
content_5c5fab9d41e7,client_4e07408562,18942,0.5134,monitor,aging_content,1794,545,5.4,104,keyword article,informational
content_9aec25da37c5,client_d4735e3a26,18943,0.5134,monitor,aging_content,45,495,5.2,20,keyword article,informational
content_91fd7bf0fc4e,client_19581e27de,18944,0.5134,monitor,model_flagged,102,313,13.4,104,keyword article,transactional
content_712a015aaba0,client_98a3ab7c34,18945,0.5133,monitor,model_flagged,4,91,16.3,1,keyword article,informational
content_968f476d656c,client_19581e27de,18946,0.5133,monitor,aging_content,44,417,8.1,20,keyword article,commercial
content_216a54125880,client_8527a891e2,18947,0.5133,monitor,aging_content,282,348,58.1,104,keyword article,informational
content_6ff718c7ded0,client_19581e27de,18948,0.5133,monitor,aging_content,28,466,2.6,20,keyword article,commercial
content_d44c40c940a8,client_4ec9599fc2,18949,0.5132,monitor,aging_content,91,375,13.3,20,keyword article,informational
content_101fe9a1cf14,client_e629fa6598,18950,0.5132,monitor,aging_content,498,502,3.9,20,keyword article,commercial
content_f54f2e1d4535,client_19581e27de,18951,0.5132,monitor,model_flagged,549,313,16.7,104,keyword article,commercial
content_9abd76d902c3,client_4e07408562,18952,0.5132,monitor,model_flagged,2290,326,20.8,13,keyword article,transactional
content_2b03109932c9,client_4ec9599fc2,18953,0.5132,monitor,aging_content,1364,445,11.8,104,keyword article,informational
content_9d3f0b2e3be6,client_4e07408562,18954,0.5132,monitor,high_visibility,43760,228,8.9,25,keyword article,informational
content_0f502959343f,client_19581e27de,18955,0.5132,monitor,model_flagged,229,257,28.9,104,keyword article,informational
content_550e5a0dad4c,client_6208ef0f77,18956,0.5131,monitor,high_visibility,15150,125,9.9,104,keyword article,transactional
content_83487a58de28,client_19581e27de,18957,0.5131,monitor,high_visibility,19749,313,7.7,104,keyword article,commercial
content_2bb4bb0be505,client_19581e27de,18958,0.5131,monitor,high_visibility,4777,329,5.2,104,keyword article,transactional
content_d0f0593601de,client_4e07408562,18959,0.5131,monitor,high_visibility_and_aging,11113,504,8.3,25,keyword article,informational
content_88ae1c300a05,client_4e07408562,18960,0.5131,monitor,aging_content,169,487,16.9,13,keyword article,informational
content_cbb070543b39,client_19581e27de,18961,0.513,monitor,aging_content,1218,417,7.4,22,keyword article,informational
content_9b64184a1f12,client_19581e27de,18962,0.513,monitor,high_visibility_and_aging,5676,441,7.8,22,keyword article,transactional
content_75fbdba86f32,client_19581e27de,18963,0.513,monitor,high_visibility,7387,91,4.7,20,keyword article,informational
content_2105b32488af,client_9f14025af0,18964,0.5129,monitor,aging_content,290,347,58.6,20,keyword article,informational
content_1d83fef6f951,client_4e07408562,18965,0.5129,monitor,aging_content,871,537,8.5,13,keyword article,informational
content_1bbffa45ae7c,client_19581e27de,18966,0.5129,monitor,high_visibility_and_aging,3972,482,7.2,22,keyword article,informational
content_1c8160053b60,client_19581e27de,18967,0.5129,monitor,high_visibility,6965,329,4.6,104,keyword article,transactional
content_4679b1f74241,client_19581e27de,18968,0.5128,monitor,aging_content,2910,441,7.8,22,keyword article,informational
content_d157377476d9,client_349c41201b,18969,0.5128,monitor,high_visibility,54669,148,17.5,8,keyword article,informational
content_1ab4c8572b59,client_19581e27de,18970,0.5128,monitor,high_visibility_and_aging,11210,466,7.7,20,keyword article,informational
content_d98046b4bcba,client_19581e27de,18971,0.5128,monitor,aging_content,166,482,4.4,22,keyword article,transactional
content_68b2537578ae,client_19581e27de,18972,0.5128,monitor,high_visibility,8213,313,7.2,104,keyword article,transactional
content_5b094f0828fc,client_19581e27de,18973,0.5128,monitor,high_visibility,10356,313,8.0,104,keyword article,transactional
content_003e0d52bd3d,client_6208ef0f77,18974,0.5128,monitor,high_visibility,37122,216,19.4,104,keyword article,informational
content_3864816aa8ee,client_e629fa6598,18975,0.5128,monitor,high_visibility_and_aging,4294,490,16.1,22,keyword article,transactional
content_34a4ed58ec5a,client_6208ef0f77,18976,0.5128,monitor,model_flagged,2360,299,9.6,104,keyword article,informational
content_9a8933e95bef,client_19581e27de,18977,0.5128,monitor,aging_content,515,419,9.5,22,keyword article,commercial
content_e3eee8ddd40b,client_19581e27de,18978,0.5127,monitor,high_visibility,5523,313,6.9,104,keyword article,transactional
content_1e53b004f9a0,client_6208ef0f77,18979,0.5127,monitor,model_flagged,2119,229,21.6,104,keyword article,informational
content_d0653fe8530d,client_19581e27de,18980,0.5127,monitor,high_visibility_and_aging,9378,480,7.6,20,keyword article,informational
content_d4155589b206,client_4e07408562,18981,0.5127,monitor,high_visibility,6513,326,8.8,14,keyword article,commercial
content_7a48e968c537,client_19581e27de,18982,0.5127,monitor,model_flagged,865,313,11.4,104,keyword article,transactional
content_7ff7a56f3ee8,client_9f14025af0,18983,0.5127,monitor,model_flagged,613,298,50.4,20,keyword article,informational
content_0b1ce176a9bc,client_19581e27de,18984,0.5126,monitor,high_visibility,35416,119,4.1,20,keyword article,informational
content_8902e63ab0b6,client_9f14025af0,18985,0.5126,monitor,model_flagged,198,306,60.3,151,keyword article,commercial
content_2e0b3dc70916,client_4e07408562,18986,0.5126,monitor,high_visibility_and_aging,27948,445,6.9,104,keyword article,informational
content_a473184c09b4,client_19581e27de,18987,0.5125,monitor,model_flagged,895,329,5.7,104,keyword article,transactional
content_9f49b13545c8,client_19581e27de,18988,0.5125,monitor,model_flagged,2438,313,8.1,104,keyword article,transactional
content_d900c4c21e90,client_3fdba35f04,18989,0.5125,monitor,high_visibility,13390,165,13.4,26,keyword article,informational
content_5cf673c0f186,client_19581e27de,18990,0.5125,monitor,high_visibility_and_aging,5350,389,6.1,22,keyword article,informational
content_81f897429914,client_4ec9599fc2,18991,0.5125,monitor,aging_content,1706,445,12.9,104,keyword article,informational
content_a2a48a3be8b5,client_d59eced1de,18992,0.5125,monitor,aging_content,19,347,9.9,20,keyword article,transactional
content_47b970493481,client_19581e27de,18993,0.5125,monitor,model_flagged,153,313,12.5,104,keyword article,informational
content_76b3dbc0536d,client_19581e27de,18994,0.5125,monitor,high_visibility,5467,313,14.8,104,keyword article,transactional
content_496f4747e1ce,client_19581e27de,18995,0.5124,monitor,high_visibility_and_aging,11750,389,8.5,20,keyword article,informational
content_a638a00cdb70,client_8722616204,18996,0.5124,monitor,model_flagged,3,90,77.0,8,keyword article,informational
content_8415ffcc55e6,client_19581e27de,18997,0.5124,monitor,high_visibility,5821,313,8.0,20,keyword article,transactional
content_36e5d52b570c,client_19581e27de,18998,0.5124,monitor,model_flagged,206,236,27.5,104,keyword article,commercial
content_743f469dddea,client_9400f1b21c,18999,0.5124,monitor,aging_content,262,557,28.4,20,keyword article,informational
content_d69bc5c25a3b,client_19581e27de,19000,0.5123,monitor,model_flagged,628,329,11.2,104,keyword article,transactional
content_f8461dec16e4,client_19581e27de,19001,0.5123,monitor,high_visibility_and_aging,4713,480,6.2,22,keyword article,transactional
content_1e9b9d24840d,client_19581e27de,19002,0.5123,monitor,high_visibility_and_aging,10064,417,7.3,22,keyword article,informational
content_a828a8dc3b21,client_7f2253d7e2,19003,0.5123,monitor,model_flagged,20,224,0.8,20,keyword article,informational
content_fe6d15a64a77,client_19581e27de,19004,0.5123,monitor,high_visibility,21645,236,6.7,104,keyword article,informational
content_91652435f57a,client_19581e27de,19005,0.5122,monitor,high_visibility,159590,257,7.8,104,keyword article,commercial
content_48eab038ab58,client_19581e27de,19006,0.5122,monitor,model_flagged,642,144,56.7,104,keyword article,informational
content_d742ee1f8e8f,client_2c624232cd,19007,0.5122,monitor,high_visibility_and_aging,5995,438,8.0,11,keyword article,informational
content_687a4471936e,client_4ec9599fc2,19008,0.5122,monitor,aging_content,1117,445,11.1,20,keyword article,informational
content_ef5401b47754,client_349c41201b,19009,0.5122,monitor,high_visibility,12355,104,4.6,20,keyword article,informational
content_d6d891125266,client_e629fa6598,19010,0.5122,monitor,high_visibility_and_aging,8121,490,7.8,22,keyword article,transactional
content_3c68f1f1fb9f,client_624b60c58c,19011,0.5122,monitor,model_flagged,444,277,13.7,20,feedly article,
content_90df82c25040,client_19581e27de,19012,0.5121,monitor,high_visibility,7060,329,5.7,104,keyword article,transactional
content_e6dcffdcb67a,client_19581e27de,19013,0.5121,monitor,high_visibility_and_aging,6389,482,1.8,22,keyword article,informational
content_aece8aa742ae,client_2c624232cd,19014,0.5121,monitor,aging_content,1070,438,26.6,11,keyword article,transactional
content_e6a4e2ce4280,client_19581e27de,19015,0.5121,monitor,high_visibility,13791,313,9.3,104,keyword article,commercial
content_7222fdad0b89,client_19581e27de,19016,0.5121,monitor,aging_content,475,417,7.6,20,keyword article,informational
content_92322e1ab662,client_6208ef0f77,19017,0.512,monitor,high_visibility,9732,104,18.2,20,keyword article,informational
content_54d3d871d13e,client_4e07408562,19018,0.512,monitor,high_visibility_and_aging,5898,545,8.2,25,keyword article,informational
content_a3398a764ac5,client_19581e27de,19019,0.512,monitor,aging_content,53,362,21.0,104,keyword article,informational
content_fa6cee5c6d39,client_e629fa6598,19020,0.512,monitor,aging_content,157,490,10.7,20,keyword article,transactional
content_1e0b605fa2f5,client_4e07408562,19021,0.5119,monitor,aging_content,578,537,25.8,13,keyword article,informational
content_d7827558d408,client_4e07408562,19022,0.5119,monitor,aging_content,656,445,16.6,104,keyword article,informational
content_7b84d6a08064,client_19581e27de,19023,0.5119,monitor,high_visibility,26593,329,10.5,104,keyword article,transactional
content_09e7feae3fab,client_19581e27de,19024,0.5119,monitor,high_visibility,5397,313,6.7,104,keyword article,informational
content_8dcf8c4b3e9a,client_e629fa6598,19025,0.5119,monitor,aging_content,312,502,7.9,22,keyword article,informational
content_f70494633820,client_4e07408562,19026,0.5119,monitor,high_visibility_and_aging,8030,390,5.9,20,keyword article,informational
content_e9a09103b376,client_19581e27de,19027,0.5118,monitor,model_flagged,1066,313,14.8,104,keyword article,transactional
content_50aa667977a7,client_4e07408562,19028,0.5118,monitor,high_visibility_and_aging,7280,545,25.7,25,keyword article,informational
content_c90c7cab5965,client_8527a891e2,19029,0.5118,monitor,aging_content,6,348,29.5,20,keyword article,informational
content_d8aaf3a9f5f9,client_19581e27de,19030,0.5117,monitor,aging_content,2831,482,7.5,22,keyword article,transactional
content_eb5a9508d4ab,client_19581e27de,19031,0.5117,monitor,model_flagged,393,329,17.8,104,keyword article,transactional
content_fe5a4753876b,client_4ec9599fc2,19032,0.5117,monitor,aging_content,22,375,8.7,20,keyword article,informational
content_919c68ff757c,client_4e07408562,19033,0.5117,monitor,high_visibility_and_aging,5987,504,8.5,25,keyword article,informational
content_e541292b3dbb,client_19581e27de,19034,0.5117,monitor,aging_content,2259,441,4.5,22,keyword article,informational
content_871c3f09e07c,client_19581e27de,19035,0.5117,monitor,model_flagged,810,313,13.2,104,keyword article,transactional
content_379411b9a6c3,client_e629fa6598,19036,0.5116,monitor,aging_content,1011,460,20.6,20,keyword article,commercial
content_a167847f65b0,client_3fdba35f04,19037,0.5116,monitor,high_visibility,25312,174,11.0,26,keyword article,transactional
content_ace2126da180,client_e629fa6598,19038,0.5116,monitor,aging_content,82,502,8.7,20,keyword article,informational
content_77d20c6f1cb9,client_19581e27de,19039,0.5116,monitor,model_flagged,636,329,14.9,104,keyword article,transactional
content_545f24203344,client_2c624232cd,19040,0.5115,monitor,aging_content,2704,517,9.0,11,keyword article,informational
content_7a10018faea1,client_19581e27de,19041,0.5115,monitor,high_visibility_and_aging,6372,362,8.5,20,keyword article,informational
content_e157c0b5d68d,client_6208ef0f77,19042,0.5115,monitor,high_visibility,5185,299,26.9,104,keyword article,informational
